orc-mapreduce,1.5.5,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
orc-shims,1.5.5,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
oro,2.0.8,ASL,Approved,"","",""
osgi-resource-locator,1.0.1,CDDL + GPLv2 with classpath exception,Approved,"","",""
paranamer,2.8,BSD,Approved,http://en.wikipedia.org/wiki/BSD_licenses#4-clause_license_.28original_.22BSD_License.22.29,"",""
parquet-column,1.10.1,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
parquet-common,1.10.1,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
parquet-encoding,1.10.1,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
parquet-format,2.4.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
parquet-hadoop,1.10.1,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
parquet-jackson,1.10.1,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
perfmark-api,0.19.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
protobuf-java,3.10.0,3-Clause BSD License,Approved,"","",""
proto-google-common-protos,1.12.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
pureconfig_2.12,0.12.2,Mozilla Public License 2.0,Approved,https://www.mozilla.org/media/MPL/2.0/index.815ca599c9df.txt,"",""
pureconfig-core_2.12,0.12.2,Mozilla Public License 2.0,Approved,https://www.mozilla.org/media/MPL/2.0/index.815ca599c9df.txt,"",""
pureconfig-generic_2.12,0.12.2,Mozilla Public License 2.0,Approved,https://www.mozilla.org/media/MPL/2.0/index.815ca599c9df.txt,"",""
pureconfig-generic-base_2.12,0.12.2,Mozilla Public License 2.0,Approved,https://www.mozilla.org/media/MPL/2.0/index.815ca599c9df.txt,"",""
pureconfig-macros_2.12,0.12.2,Mozilla Public License 2.0,Approved,https://www.mozilla.org/media/MPL/2.0/index.815ca599c9df.txt,"",""
py4j,0.10.7,New BSD,Approved,http://opensource.org/licenses/BSD-3-Clause,"",""
pyrolite,4.13,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
re2j,1.2,Go License,Approved,"","",""
reactive-streams,1.0.2,CC0,Approved,"","",""
redshift-jdbc42,1.2.10.1009,unknown,Approved,"","",""
reflections,0.9.12,"New BSD,WTFPL",Approved,"http://opensource.org/licenses/BSD-3-Clause,http://www.wtfpl.net/","",""
requests_2.12,0.6.1,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
RoaringBitmap,0.7.45,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
rollbar-api,1.5.2,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
rollbar-java,1.5.2,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
rollbar-logback,1.5.2,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
rollbar-web,1.5.2,MIT,Approved,http://opensource.org/licenses/mit-license,"",""
scalacheck-1-14_2.12,3.1.0.1,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
scalacheck_2.12,1.13.5,BSD-style,Approved,"","",""
scalacheck-shapeless_1.14_2.12,1.2.4,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
scala-collection-compat_2.12,0.3.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
scalactic_2.12,3.0.8-RC5,"the Apache License, ASL Version 2.0",Approved,"","",""
scala-library,2.12.10,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
scala-logging_2.12,3.9.2,Apache 2.0 License,Approved,"","",""
scala-parser-combinators_2.12,1.1.0,BSD 3-clause,Approved,"","",""
scalapb-runtime_2.12,0.9.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
scalapb-runtime-grpc_2.12,0.9.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
scala-reflect,2.12.7,BSD 3-Clause,Approved,"","",""
scalatest_2.12,3.1.0,"the Apache License, ASL Version 2.0",Approved,"","",""
scalatest-compatible,3.1.0,"the Apache License, ASL Version 2.0",Approved,"","",""
scala-xml_2.12,1.2.0,Apache 2.0,Approved,http://www.apache.org/licenses/LICENSE-2.0.txt,"",""
